"lon","lat","month","ma"
120.12,30.3119,"202001",56.3125
112.2549,30.3169,"202001",61.6875
112.2016,30.353,"202001",63.75
114.9017,30.3705,"202001",51.625
114.8948,30.392,"202001",50.625
114.8388,30.4092,"202001",50.6875
120.301,30.4183,"202001",58.03125
106.6337,30.4553,"202001",51.15625
117.0302,30.5076,"202001",88.40625
105.5656,30.5307,"202001",58.78125
104.0789,30.5706,"202001",55.8125
114.3019,30.5943,"202001",47.65625
116.9975,30.6073,"202001",63.4375
114.365,30.6217,"202001",49.9375
104.118,30.6361,"202001",52.6774193548387
111.355,30.6463,"202001",57.90625
117.5178,30.6546,"202001",56.15625
104.176,30.6872,"202001",57.21875
111.2681,30.6934,"202001",59.53125
120.726,30.7478,"202001",68.375
106.0641,30.7636,"202001",58.71875
111.33,30.773,"202001",55.75
106.1063,30.7855,"202001",56.9375
120.744,30.7946,"202001",67.25
106.0805,30.7969,"202001",63.34375
106.103,30.8216,"202001",48.125
120.07,30.8244,"202001",70.7826086956522
106.12,30.8297,"202001",72.21875
117.7473,30.8785,"202001",71.9375
113.9224,30.9242,"202001",60.0625
117.7856,30.9412,"202001",98.28125
118.7639,30.9412,"202001",72
117.8112,30.9419,"202001",63.5
118.7268,30.9517,"202001",73.34375
112.1924,30.9716,"202001",72.71875
118.7175,30.975,"202001",77.28125
103.613,31.0283,"202001",84.6875
112.2264,31.0352,"202001",70.75
112.2062,31.045,"202001",67.46875
120.978,31.0935,"202001",73.9375
104.3538,31.1108,"202001",46.25
104.4052,31.1166,"202001",52.59375
104.4219,31.1208,"202001",69.78125
104.3883,31.1333,"202001",55.8125
121.412,31.1654,"202001",72.125
120.6394,31.1676,"202001",69.4375
107.5128,31.1965,"202001",53.84375
121.478,31.2036,"202001",70.4375
107.4679,31.2094,"202001",43.15625
107.5008,31.2117,"202001",46.46875
107.5161,31.2193,"202001",57.03125
121.425,31.2261,"202001",74.53125
121.4,31.238,"202001",73.59375
120.561,31.2472,"202001",65.09375
121.536,31.2659,"202001",72.28125
120.613,31.2703,"202001",70.96875
120.669,31.3097,"202001",65.25
118.3708,31.3177,"202001",54.625
120.596,31.3264,"202001",57.03125
118.3527,31.3508,"202001",58.28125
119.8217,31.3524,"202001",58.03125
119.7924,31.3679,"202001",54.40625
120.641,31.3708,"202001",71.125
119.4799,31.4104,"202001",61.5625
118.37,31.4188,"202001",58.75
104.7536,31.4538,"202001",57.6875
104.6716,31.4655,"202001",60.4375
104.7777,31.4747,"202001",72.6875
120.242,31.5031,"202001",62.78125
104.7283,31.5072,"202001",59.59375
120.354,31.5475,"202001",62.5625
120.354,31.5848,"202001",59.8125
118.4827,31.6438,"202001",54.09375
120.7431,31.6567,"202001",63.25
113.3808,31.6905,"202001",69.59375
118.48,31.6927,"202001",55.84375
119.935,31.7039,"202001",67.90625
118.6438,31.7133,"202001",51.34375
113.3802,31.7244,"202001",65.03125
118.5105,31.7505,"202001",59.6875
116.4833,31.7615,"202001",63.125
116.5113,31.7776,"202001",70.3125
117.196,31.7848,"202001",44.84375
116.5421,31.7942,"202001",65.0625
117.302,31.7956,"202001",42.59375
117.124,31.8516,"202001",59.625
117.25,31.8572,"202001",55.96875
117.336,31.8585,"202001",54.34375
117.259,31.8706,"202001",52.6875
117.307,31.8766,"202001",45.6875
102.2349,31.8925,"202001",76.09375
117.16,31.9051,"202001",57.75
119.905,31.9108,"202001",69.0625
120.3078,31.9176,"202001",65.125
120.94,31.93,"202001",74.53125
117.266,31.9438,"202001",53.71875
120.913,31.96,"202001",75.65625
119.1639,31.9604,"202001",62.21875
120.86,32.0005,"202001",73.375
118.777,32.0144,"202001",62.84375
112.161,32.0171,"202001",63.25
120.87,32.02,"202001",72.90625
118.803,32.0314,"202001",63.84375
120.81,32.0417,"202001",80.71875
112.141,32.0543,"202001",63.03125
118.749,32.0572,"202001",61.1875
118.795,32.0775,"202001",63.84375
113.9847,32.0786,"202001",76.5625
112.2108,32.0865,"202001",65.09375
118.626,32.0878,"202001",74.65625
114.1265,32.1064,"202001",71.25
118.803,32.1083,"202001",54.96875
114.0594,32.1136,"202001",67
119.43,32.1319,"202001",68.375
119.68,32.1883,"202001",60.78125
119.491,32.215,"202001",68
118.3302,32.2761,"202001",68.0625
118.3143,32.3131,"202001",72.5
119.389,32.3761,"202001",69.8125
105.8343,32.4273,"202001",60.15625
105.8421,32.4327,"202001",63
105.8213,32.4374,"202001",62
119.9219,32.4611,"202001",76.125
119.9,32.4867,"202001",76.96875
110.8879,32.5684,"202001",62.15625
116.8588,32.6,"202001",65.53125
116.9606,32.6137,"202001",59.3125
116.6377,32.6178,"202001",61.03125
116.8502,32.6251,"202001",61.78125
110.7855,32.6485,"202001",62.34375
109.0368,32.6646,"202001",68.46875
116.8166,32.7813,"202001",66.125
115.8318,32.8799,"202001",63.75
117.4223,32.8911,"202001",63.6875
117.4008,32.9289,"202001",69.3125
117.3144,32.9357,"202001",66.25
117.3644,32.9452,"202001",68.3125
117.3599,32.9643,"202001",62.65625
120.156,33.3942,"202001",77.25
120.225,33.3947,"202001",83.53125
120.118,33.4022,"202001",80.53125
119.135,33.5039,"202001",70.0625
119.007,33.575,"202001",58.46875
119.036,33.5981,"202001",69.1875
119.0122,33.627,"202001",73.5625
116.9816,33.6466,"202001",69.1612903225806
115.7755,33.8481,"202001",71.84375
116.8131,33.8931,"202001",71.84375
116.7936,33.9456,"202001",71.4375
118.321,33.9506,"202001",70.25
108.906,34.1546,"202001",54.71875
108.985,34.1978,"202001",41.84375
117.256,34.2153,"202001",67.71875
108.883,34.2303,"202001",51.15625
108.94,34.2324,"202001",48.46875
109.06,34.2572,"202001",43.03125
108.993,34.2629,"202001",51.34375
108.954,34.2712,"202001",46.78125
108.882,34.2749,"202001",53.53125
117.167,34.2761,"202001",59.875
117.2933,34.2778,"202001",71.0625
117.244,34.2911,"202001",71.9375
107.0766,34.3016,"202001",61
108.6763,34.318,"202001",54.21875
107.1606,34.3486,"202001",69.1875
107.1905,34.3672,"202001",56.5
109.2186,34.3731,"202001",52.15625
108.869,34.378,"202001",62.125
108.72,34.3958,"202001",60.1875
109.5002,34.5002,"202001",53.8125
109.4305,34.505,"202001",61.34375
109.5291,34.51,"202001",55.0625
119.176,34.5885,"202001",71.03125
112.3844,34.623,"202001",56.09375
112.4266,34.6247,"202001",60.875
112.3938,34.6511,"202001",60.625
109.2,34.6575,"202001",67.8125
112.3627,34.6691,"202001",60.34375
112.5033,34.6866,"202001",51.6875
112.4663,34.6869,"202001",50.625
111.1927,34.7772,"202001",64.3125
111.1983,34.8013,"202001",66.03125
108.9635,34.8713,"202001",63.21875
110.9688,35.0342,"202001",66.125
111.0236,35.0513,"202001",81.28125
109.0666,35.0666,"202001",73.875
109.0666,35.0833,"202001",70.53125
111.0415,35.1075,"202001",72.90625
113.1992,35.2687,"202001",57.28125
112.8324,35.4791,"202001",84.25
112.8729,35.4876,"202001",80.90625
112.8476,35.49,"202001",78.78125
114.2938,35.7309,"202001",62.875
107.6415,35.7321,"202001",71.53125
114.3016,35.7504,"202001",60.8125
115.0655,35.7803,"202001",70.34375
111.4916,36.0416,"202001",60.28125
111.553,36.0783,"202001",56.46875
111.5169,36.0822,"202001",57.4375
111.5025,36.0875,"202001",57.28125
114.3979,36.0902,"202001",61.0625
114.3033,36.11,"202001",64.4375
117.1186,36.1461,"202001",65.625
113.1097,36.1541,"202001",77.90625
113.0927,36.1853,"202001",83.5483870967742
113.0972,36.1938,"202001",76.75
113.0885,36.2126,"202001",80.21875
117.6815,36.2215,"202001",69.5
115.9738,36.4445,"202001",62.9375
114.491,36.5711,"202001",61.28125
109.4822,36.5766,"202001",62.78125
109.4788,36.6,"202001",73.6875
109.5135,36.6105,"202001",71.34375
114.53,36.6106,"202001",53.25
114.5,36.6114,"202001",57.5625
116.988,36.6114,"202001",68.84375
109.413,36.6275,"202001",80.875
116.93,36.67,"202001",57.84375
117.5413,36.7099,"202001",64.40625
117.5481,36.7147,"202001",68.71875
118.0394,36.8091,"202001",64.21875
118.2958,36.8116,"202001",65.75
114.473,37.0556,"202001",55.875
117.9546,37.3843,"202001",65.625
118.4964,37.468,"202001",69.75
111.1349,37.5338,"202001",57.75
112.7591,37.6921,"202001",58.15625
112.7078,37.6975,"202001",61.78125
112.7304,37.7049,"202001",65.625
112.469,37.7124,"202001",51.03125
112.477,37.7814,"202001",60.09375
112.57,37.8195,"202001",59.21875
112.537,37.8692,"202001",57.21875
113.4827,37.8696,"202001",63.40625
112.522,37.8873,"202001",58
114.3397,37.8925,"202001",83.03125
114.455,38.0048,"202001",43.1612903225806
112.434,38.0108,"202001",67.1875
114.509,38.0456,"202001",52.09375
114.439,38.1659,"202001",46.125
109.7405,38.2496,"202001",77.21875
109.7335,38.2844,"202001",74.40625
109.7515,38.2917,"202001",69.25
116.845,38.3128,"202001",63.65625
109.7209,38.3253,"202001",80.625
112.7327,38.4234,"202001",56.875
115.448,38.8342,"202001",52.59375
115.507,38.8644,"202001",47.90625
115.51,38.8892,"202001",55.40625
115.459,38.9058,"202001",52.40625
116.671,39.5113,"202001",59.71875
116.725,39.5272,"202001",62.03125
116.76,39.5671,"202001",61
118.193,39.6232,"202001",52.28125
119.514,39.8352,"202001",68.03125
116.366,39.8673,"202001",55.09375
116.434,39.8745,"202001",56.625
116.225,39.9279,"202001",56.25
119.525,39.9343,"202001",59.15625
116.361,39.9425,"202001",57.875
119.59,39.95,"202001",56.90625
116.434,39.9522,"202001",55.53125
116.473,39.9716,"202001",63.40625
116.315,39.9934,"202001",56.625
116.72,40.1438,"202001",68.9375
124.3932,40.1454,"202001",66.03125
116.23,40.1952,"202001",57.71875
116.17,40.2864,"202001",67.25
122.1726,40.6662,"202001",63.53125
114.89,40.7622,"202001",75
114.85,40.8,"202001",81.34375
114.85,40.8167,"202001",79.625
121.0653,40.8441,"202001",66.09375
114.867,40.8667,"202001",75.375
117.956,40.9082,"202001",47.96875
117.914,40.9772,"202001",53.65625
122.9636,41.0897,"202001",49.4375
121.1311,41.1072,"202001",57.4375
123.0413,41.1447,"202001",59.9375
122.0611,41.1554,"202001",67.84375
123.7591,41.2902,"202001",50
123.8204,41.3476,"202001",53.65625
123.8452,41.3702,"202001",55.625
123.7405,41.3713,"202001",58.3125
125.9318,41.7192,"202001",51.5
125.9813,41.7531,"202001",50.78125
123.478,41.7775,"202001",49.0625
123.4,41.7971,"202001",51.34375
123.7108,41.8373,"202001",62.75
123.0877,41.8863,"202001",68.125
126.4088,41.9223,"202001",62.9375
126.4131,41.9439,"202001",57.21875
121.6102,42.004,"202001",81.96875
121.6611,42.033,"202001",75.4375
121.6909,42.0691,"202001",72.1875
123.7267,42.2227,"202001",77.875
123.8754,42.2965,"202001",68.625
125.1378,42.8789,"202001",76.125
129.374,42.8801,"202001",64.84375
129.4959,42.8967,"202001",64.28125
129.5129,42.9139,"202001",69.46875
124.3481,43.1769,"202001",79.28125
125.633,43.55,"202001",90.5625
122.2608,43.6801,"202001",71.75
125.454,43.7878,"202001",86.09375
125.25,43.8167,"202001",75.53125
126.4963,43.825,"202001",88.09375
126.5508,43.833,"202001",73.5
125.417,43.8667,"202001",69.59375
125.325,43.8694,"202001",54.59375
126.54,43.8858,"202001",82.125
125.287,43.9099,"202001",66.125
125.323,43.9167,"202001",53.78125
129.6466,44.5498,"202001",74
129.61,44.5658,"202001",58.5
129.6455,44.6086,"202001",61
124.8057,45.1449,"202001",80.4375
130.9692,45.2952,"202001",67.8125
130.938,45.3013,"202001",71.40625
126.979,45.5422,"202001",91.28125
126.615,45.61,"202001",86.5625
122.8435,45.6187,"202001",81.25
126.685,45.7319,"202001",61.625
126.542,45.755,"202001",86.3125
126.635,45.7667,"202001",63.96875
130.8777,45.8101,"202001",89.78125
126.561,45.8167,"202001",54.03125
126.6106,45.9819,"202001",77.34375
122.0415,46.0664,"202001",69.375
121.9518,46.0771,"202001",69.71875
124.8833,46.4166,"202001",79
131.1499,46.6247,"202001",67.21875
124.85,46.6333,"202001",75
127.0001,46.6393,"202001",73.15625
131.1617,46.6491,"202001",72.25
126.9685,46.6539,"202001",77.71875
130.3608,46.7576,"202001",79.875
130.2868,46.8079,"202001",76.78125
130.3543,46.8086,"202001",62.75
130.4066,46.8256,"202001",75.75
123.6166,47.1833,"202001",48.875
130.2705,47.2811,"202001",67.71875
130.342,47.3284,"202001",64.15625
130.2741,47.3353,"202001",69.59375
130.1012,47.3557,"202001",72.09375
123.9166,47.3833,"202001",71.6875
128.8702,47.7175,"202001",56
127.5113,50.241,"202001",61.375
127.4906,50.254,"202001",64.53125
124.0953,50.4308,"202001",60.84375
113.495,22.2293,"202002",82.84
113.574,22.2611,"202002",95.5172413793103
114.2169,22.2845,"202002",75.0689655172414
113.9411,22.2903,"202002",79.8275862068966
113.9767,22.3908,"202002",92.5172413793103
113.434,22.4886,"202002",88.1379310344828
113.402,22.5078,"202002",96.1379310344828
113.369,22.5211,"202002",95.7931034482759
113.024,22.5328,"202002",92
114.494,22.5422,"202002",78.3793103448276
113.365,22.5481,"202002",92.3103448275862
114.096,22.55,"202002",90.2413793103448
114.117,22.5625,"202002",88.448275862069
113.891,22.5794,"202002",90.2413793103448
113.074,22.5811,"202002",93.2413793103448
113.0819,22.5931,"202002",90.3793103448276
113.104,22.6069,"202002",89.6896551724138
114.41,22.6342,"202002",92.1724137931034
114.24,22.7267,"202002",71.5862068965517
114.5317,22.7422,"202002",91.551724137931
114.085,22.75,"202002",87
113.257,22.7628,"202002",86.448275862069
115.3652,22.775,"202002",97.8275862068966
115.3622,22.7925,"202002",101.827586206897
113.292,22.8054,"202002",89.5172413793103
112.844,22.8693,"202002",90.0344827586207
112.0391,22.9169,"202002",81.9310344827586
112.0369,22.9394,"202002",78.7586206896552
113.352,22.9477,"202002",96.8275862068966
112.0538,22.9538,"202002",71.8620689655172
113.7383,22.9658,"202002",90.4827586206897
113.134,23.0048,"202002",87.8275862068966
113.7944,23.0127,"202002",93.1034482758621
113.7461,23.0277,"202002",98.5862068965517
113.105,23.0395,"202002",85.2413793103448
112.471,23.0528,"202002",80.1724137931034
112.427,23.0706,"202002",84.7586206896552
114.405,23.0799,"202002",75.6896551724138
113.348,23.0916,"202002",98.9310344827586
113.26,23.1331,"202002",96.3793103448276
113.235,23.1422,"202002",83.1034482758621
113.281,23.1569,"202002",85.7241379310345
112.885,23.1572,"202002",81.5172413793103
112.565,23.1617,"202002",79.6896551724138
112.863,23.1886,"202002",89.4137931034483
113.568,23.2783,"202002",85.5172413793103
113.215,23.3917,"202002",92.3103448275862
113.0478,23.6886,"202002",87.9655172413793
113.0148,25.7706,"202002",66.1724137931034
114.9347,25.8311,"202002",97.1034482758621
114.9483,25.8453,"202002",91.1724137931034
113.0137,25.9026,"202002",70.8965517241379
114.9069,25.9209,"202002",93.0344827586207
111.6287,26.2023,"202002",67.4814814814815
111.6288,26.23,"202002",65.4137931034483
111.615,26.4203,"202002",77.9655172413793
111.6038,26.4329,"202002",70.1034482758621
111.6041,26.4485,"202002",71.6206896551724
112.6331,26.8617,"202002",70.3103448275862
112.6235,26.8922,"202002",66.2758620689655
112.5715,26.9016,"202002",65.2758620689655
112.6186,26.9188,"202002",69.3793103448276
114.9836,27.0635,"202002",88.1034482758621
115.0144,27.0826,"202002",81.8965517241379
114.9857,27.1112,"202002",84.7241379310345
114.9919,27.1254,"202002",83.7931034482759
111.4555,27.2318,"202002",71.1034482758621
111.4379,27.259,"202002",72.7931034482759
111.5245,27.2862,"202002",71.0344827586207
109.9841,27.5311,"202002",68
109.9499,27.5413,"202002",63.6206896551724
109.9644,27.5693,"202002",67.6206896551724
113.8707,27.6151,"202002",62.8965517241379
113.8734,27.6397,"202002",69.6551724137931
113.8424,27.6399,"202002",67.9655172413793
111.9934,27.7,"202002",80.1034482758621
109.1845,27.7189,"202002",57.2068965517241
109.1901,27.725,"202002",61.2068965517241
112.0219,27.7341,"202002",74.8965517241379
111.9954,27.755,"202002",70.6551724137931
114.917,27.7989,"202002",92.2758620689655
114.352,27.7997,"202002",82.1034482758621
114.3856,27.8075,"202002",81.3103448275862
112.92,27.8169,"202002",76.0689655172414
113.1347,27.8244,"202002",71.6206896551724
114.9642,27.8318,"202002",89.9655172413793
113.2513,27.8336,"202002",80.2413793103448
113.13,27.8527,"202002",77.7586206896552
112.9183,27.8575,"202002",71.1724137931034
112.9555,27.8611,"202002",70.9655172413793
113.1666,27.8666,"202002",79
113.0952,27.8866,"202002",78.9310344827586
112.9075,27.9116,"202002",78.0689655172414
112.527,27.915,"202002",69.2758620689655
120.76,27.9747,"202002",102.137931034483
120.677,27.9939,"202002",104.620689655172
120.634,28.0089,"202002",100.241379310345
120.671,28.0167,"202002",101.896551724138
112.984,28.1178,"202002",83.8620689655172
112.891,28.1308,"202002",79.1034482758621
112.944,28.1897,"202002",77.7241379310345
112.979,28.2597,"202002",75.8275862068966
109.698,28.2624,"202002",60.1724137931034
119.914,28.4514,"202002",82.4137931034483
119.93,28.4586,"202002",87.3793103448276
112.3499,28.5562,"202002",74.8965517241379
112.3737,28.5795,"202002",72.3103448275862
112.3408,28.6017,"202002",75
112.4036,28.6329,"202002",73.6206896551724
121.273,28.6459,"202002",98.7586206896552
121.419,28.6542,"202002",91.3103448275862
115.931,28.6844,"202002",80.6896551724138
115.852,28.6869,"202002",86.0689655172414
104.5747,28.7183,"202002",80.2413793103448
104.6416,28.7527,"202002",78.8620689655172
104.5655,28.7905,"202002",78.9655172413793
115.742,28.7994,"202002",81.3448275862069
105.4238,28.8558,"202002",71.1034482758621
105.4322,28.8833,"202002",65.8275862068966
105.4277,28.9025,"202002",72.8965517241379
105.4305,28.9583,"202002",63
111.7015,28.9703,"202002",80.8965517241379
118.855,28.9745,"202002",80.8620689655172
111.73,29.0755,"202002",73.3103448275862
119.686,29.1029,"202002",88.5862068965517
110.4669,29.1291,"202002",50.6896551724138
120.103,29.305,"202002",90
120.055,29.3234,"202002",98.0689655172414
104.7683,29.3411,"202002",71.6896551724138
113.1209,29.3481,"202002",66
110.5446,29.3497,"202002",70.3793103448276
113.0019,29.3538,"202002",86.8620689655172
104.7547,29.3627,"202002",80.1379310344828
113.1708,29.378,"202002",74.6206896551724
113.1505,29.4255,"202002",71.2068965517241
113.27,29.474,"202002",86.2068965517241
106.634,29.4892,"202002",52.1724137931034
106.509,29.5092,"202002",58.7241379310345
115.9758,29.5738,"202002",93.7931034482759
105.0622,29.5763,"202002",79.448275862069
103.7606,29.5809,"202002",68.8275862068966
106.296,29.5983,"202002",61.3448275862069
103.7535,29.5991,"202002",76.6551724137931
115.9022,29.6044,"202002",84.2413793103448
105.0668,29.6065,"202002",81.1034482758621
106.65,29.6219,"202002",60
115.958,29.7055,"202002",80.551724137931
118.3121,29.7106,"202002",96.4137931034483
106.617,29.7125,"202002",60.1379310344828
118.3291,29.7179,"202002",98.8275862068966
106.626,29.7228,"202002",54
115.9877,29.7295,"202002",85.9655172413793
121.633,29.7736,"202002",99.4137931034483
114.3232,29.8177,"202002",88.3103448275862
121.524,29.8506,"202002",93.5172413793103
114.2989,29.8527,"202002",79.2758620689655
121.586,29.8633,"202002",99.0344827586207
114.3339,29.8679,"202002",81.9642857142857
121.554,29.8906,"202002",101.689655172414
121.836,29.9108,"202002",101.068965517241
122.3094,29.9558,"202002",91.3448275862069
121.713,29.9572,"202002",100.689655172414
103.0133,29.9805,"202002",68
102.9995,29.9844,"202002",76.6896551724138
120.605,29.9919,"202002",93.8620689655172
102.9997,29.9942,"202002",71.9310344827586
122.19,29.9944,"202002",99.8620689655172
103.8706,30.0452,"202002",92.448275862069
103.8438,30.0846,"202002",83.1034482758621
120.598,30.0911,"202002",92.9655172413793
104.6458,30.1174,"202002",84.8620689655172
104.6111,30.1233,"202002",82.7931034482759
104.6644,30.1344,"202002",79.9310344827586
104.6354,30.1346,"202002",88.0344827586207
114.9516,30.1727,"202002",89.1923076923077
120.27,30.1819,"202002",87.5172413793103
115.0424,30.2002,"202002",76.8965517241379
120.211,30.21,"202002",90.0344827586207
115.0755,30.2306,"202002",78.6551724137931
120.19,30.2692,"202002",95.8620689655172
118.1416,30.2729,"202002",85.3793103448276
109.4789,30.2783,"202002",55.1724137931034
109.5025,30.2945,"202002",55.1724137931034
120.12,30.3119,"202002",88.448275862069
112.2549,30.3169,"202002",81
112.2016,30.353,"202002",81.2413793103448
114.9017,30.3705,"202002",83.3448275862069
114.8948,30.392,"202002",83.6206896551724
114.8388,30.4092,"202002",82.0689655172414
120.301,30.4183,"202002",94.8965517241379
106.6337,30.4553,"202002",62.8620689655172
117.0302,30.5076,"202002",113.689655172414
105.5656,30.5307,"202002",75.4827586206897
104.0789,30.5706,"202002",85.4827586206897
114.3019,30.5943,"202002",81.8620689655172
116.9975,30.6073,"202002",90.3793103448276
114.365,30.6217,"202002",75.5172413793103
104.118,30.6361,"202002",82.3103448275862
111.355,30.6463,"202002",82.3448275862069
117.5178,30.6546,"202002",77.7931034482759
104.176,30.6872,"202002",86.1379310344828
111.2681,30.6934,"202002",85.448275862069
120.726,30.7478,"202002",98.6551724137931
